"COMPUT HUM BEHAV","SOC PSYCH PSYCH EPID","7"
"COMPUT HUM BEHAV","SOC SCI QUART","7"
"COMPUT HUM BEHAV","SOCIOL SPECTRUM","7"
"COMPUT HUM BEHAV","TEENS SOC MEDIA T","7"
"COMPUT HUM BEHAV","TELEMED E-HEALTH","7"
"COMPUT HUM BEHAV","TESOL QUART","7"
"COMPUT HUM BEHAV","TIME","7"
"COMPUT HUM BEHAV","Z PADAGOG PSYCHOL","7"
"COMPUT HUM BEHAV","43 HAW INT C SYST SC","6"
"COMPUT HUM BEHAV","ABC NEWS","6"
"COMPUT HUM BEHAV","ACM SIGCSE B","6"
"COMPUT HUM BEHAV","ALZHEIMERS DEMENT","6"
"COMPUT HUM BEHAV","AM J MENS HEALTH","6"
"COMPUT HUM BEHAV","AM J PSYCHOL","6"
"COMPUT HUM BEHAV","APPL ARTIF INTELL","6"
"COMPUT HUM BEHAV","ARAB J SCI ENG","6"
"COMPUT HUM BEHAV","ARCH INTERN MED","6"
"COMPUT HUM BEHAV","BEHAV MODIF","6"
"COMPUT HUM BEHAV","BENCHMARKING INT J","6"
"COMPUT HUM BEHAV","BOWLING ALONE COLLAP","6"
"COMPUT HUM BEHAV","BRAIN RES","6"
"COMPUT HUM BEHAV","BULLYING SCHOOLYARD","6"
"COMPUT HUM BEHAV","BUS COMMUNICATI","6"
"COMPUT HUM BEHAV","CAN J BEHAV SCI","6"
"COMPUT HUM BEHAV","CHILD NEUROPSYCHOL","6"
"COMPUT HUM BEHAV","CHINESE MENT HLTH","6"
"COMPUT HUM BEHAV","CLIN CHILD FAM PSYCH","6"
"COMPUT HUM BEHAV","COMMUNICATION","6"
"COMPUT HUM BEHAV","COMMUNICATIONS AIS","6"
"COMPUT HUM BEHAV","COMMUNITIES PRACTICE","6"
"COMPUT HUM BEHAV","COMP GAM INSTR","6"
"COMPUT HUM BEHAV","COMPUT SCI ED","6"
"COMPUT HUM BEHAV","COMPUT STAT DATA AN","6"
"COMPUT HUM BEHAV","CONFIRMATORY FACTOR","6"
"COMPUT HUM BEHAV","CORNELL HOSP Q","6"
"COMPUT HUM BEHAV","CRIM JUSTICE BEHAV","6"
"COMPUT HUM BEHAV","CROSS-CULT RES","6"
"COMPUT HUM BEHAV","CURR ADDICTION RE","6"
"COMPUT HUM BEHAV","DATA KNOWL ENG","6"
"COMPUT HUM BEHAV","DUAL PROCESS THEORIE","6"
"COMPUT HUM BEHAV","E LEARN 21 CENTUR","6"
"COMPUT HUM BEHAV","EDUC HEALTH","6"
"COMPUT HUM BEHAV","EDUC PSYCHO","6"
"COMPUT HUM BEHAV","EMERGING ADULTHOOD","6"
"COMPUT HUM BEHAV","ENTERP INF SYST-UK","6"
"COMPUT HUM BEHAV","EUR J PSYCHOL EDUC","6"
"COMPUT HUM BEHAV","EUR J PUBLIC HEALTH","6"
"COMPUT HUM BEHAV","EUR J RADIOL","6"
"COMPUT HUM BEHAV","EXP QUASI EXP DESIGN","6"
"COMPUT HUM BEHAV","EXPERIENTIAL LEARNIN","6"
"COMPUT HUM BEHAV","GEN HOSP PSYCHIAT","6"
"COMPUT HUM BEHAV","GERONTECHNOLOGY","6"
"COMPUT HUM BEHAV","HDB ATTACHMENT THEOR","6"
"COMPUT HUM BEHAV","HEALTH POLICY","6"
"COMPUT HUM BEHAV","HIGH EDUC","6"
"COMPUT HUM BEHAV","HLTH BEHAV HLTH ED T","6"
"COMPUT HUM BEHAV","HUM RESOUR DEV Q","6"
"COMPUT HUM BEHAV","HUM SYST MANAGE","6"
"COMPUT HUM BEHAV","IEEE T BIO-MED ENG","6"
"COMPUT HUM BEHAV","IEEE T SOFTWARE ENG","6"
"COMPUT HUM BEHAV","INDIVIDUAL DIFFERENC","6"
"COMPUT HUM BEHAV","INFORM VISUALIZATION","6"
"COMPUT HUM BEHAV","INT J AVIAT PSYCHOL","6"
"COMPUT HUM BEHAV","INT J BUSINESS INFOR","6"
"COMPUT HUM BEHAV","INT J E ED E BUSINES","6"
"COMPUT HUM BEHAV","INT J ELECT FINANCE","6"
"COMPUT HUM BEHAV","INT J ELECT GOVT RES","6"
"COMPUT HUM BEHAV","INT J MEDIA CULTURAL","6"
"COMPUT HUM BEHAV","INT J MOBILE LEARNIN","6"
"COMPUT HUM BEHAV","INT J TECHNOL MANAGE","6"
"COMPUT HUM BEHAV","INT PSYCHOGERIATR","6"
"COMPUT HUM BEHAV","INTELLIGENT TUTORING","6"
"COMPUT HUM BEHAV","ISSUES INFORM SYSTEM","6"
"COMPUT HUM BEHAV","IT PROF","6"
"COMPUT HUM BEHAV","IT SOC","6"
"COMPUT HUM BEHAV","ITS COMPLICATED SOCI","6"
"COMPUT HUM BEHAV","J BLACK STUD","6"
"COMPUT HUM BEHAV","J CLEAN PROD","6"
"COMPUT HUM BEHAV","J ECON EDUC","6"
"COMPUT HUM BEHAV","J EXP PSYCHOL","6"
"COMPUT HUM BEHAV","J FLUENCY DISORD","6"
"COMPUT HUM BEHAV","J GENET PSYCHOL","6"
"COMPUT HUM BEHAV","J INFORM PRIVACY SEC","6"
"COMPUT HUM BEHAV","J INT NEUROPSYCH SOC","6"
"COMPUT HUM BEHAV","J LEARN DISABIL-US","6"
"COMPUT HUM BEHAV","J LIT RES","6"
"COMPUT HUM BEHAV","J MIX METHOD RES","6"
"COMPUT HUM BEHAV","J NEUROSCI","6"
"COMPUT HUM BEHAV","J NEUROSCI METH","6"
"COMPUT HUM BEHAV","J PEDIATR PSYCHOL","6"
"COMPUT HUM BEHAV","J PHYS ACT HEALTH","6"
"COMPUT HUM BEHAV","J POLIT ECON","6"
"COMPUT HUM BEHAV","J POLITENESS RES-LAN","6"
"COMPUT HUM BEHAV","J PSYCHOSOM RES","6"
"COMPUT HUM BEHAV","J R STAT SOC B","6"
"COMPUT HUM BEHAV","J RES CRIME DELINQ","6"
"COMPUT HUM BEHAV","J SPORT SCI","6"
"COMPUT HUM BEHAV","J STRATEGIC MARKETIN","6"
"COMPUT HUM BEHAV","J TRAUMA STRESS","6"
"COMPUT HUM BEHAV","J VERB LEARN VERB BE","6"
"COMPUT HUM BEHAV","J VIRTUAL WORLDS RES","6"
"COMPUT HUM BEHAV","J WORLD BUS","6"
"COMPUT HUM BEHAV","JUSTICE Q","6"
"COMPUT HUM BEHAV","KYBERNETES","6"
"COMPUT HUM BEHAV","METACOGNITION KNOWIN","6"
"COMPUT HUM BEHAV","METHODS PSYCHOL RES","6"
"COMPUT HUM BEHAV","MIND MACH","6"
"COMPUT HUM BEHAV","MULTITASKING MIND","6"
"COMPUT HUM BEHAV","NONPARAMETRIC STAT B","6"
"COMPUT HUM BEHAV","OMEGA-J DEATH DYING","6"
"COMPUT HUM BEHAV","ONGOING CRISIS COMMU","6"
"COMPUT HUM BEHAV","OXFORD HDB POSITIVE","6"
"COMPUT HUM BEHAV","P 3 ANN ACM WEB SCI","6"
"COMPUT HUM BEHAV","P 4 INT C PERS TECHN","6"
"COMPUT HUM BEHAV","P 5 INT ISCRAM C WAS","6"
"COMPUT HUM BEHAV","PLOS MED","6"
"COMPUT HUM BEHAV","PREDICTING CHANGING","6"
"COMPUT HUM BEHAV","PRINCIPLES CYBERBULL","6"
"COMPUT HUM BEHAV","PROJ MANAG J","6"
"COMPUT HUM BEHAV","PSYCHIATR","6"
"COMPUT HUM BEHAV","PSYCHIATR POL","6"
"COMPUT HUM BEHAV","PSYCHNOLOGY J","6"
"COMPUT HUM BEHAV","PSYCHOL GROUP INFLUE","6"
"COMPUT HUM BEHAV","PSYCHOL SCIENC","6"
"COMPUT HUM BEHAV","QUAL DATA ANA","6"
"COMPUT HUM BEHAV","QUAL REP","6"
"COMPUT HUM BEHAV","READ WRIT","6"
"COMPUT HUM BEHAV","REALITY IS BROKEN WH","6"
"COMPUT HUM BEHAV","RES AGING","6"
"COMPUT HUM BEHAV","RES NURS HEALTH","6"
"COMPUT HUM BEHAV","RES SOC ADMIN PHARM","6"
"COMPUT HUM BEHAV","SAGE HDB WORKPLACE L","6"
"COMPUT HUM BEHAV","SATISFACTION BEHAV P","6"
"COMPUT HUM BEHAV","SELF IDENTITY","6"
"COMPUT HUM BEHAV","SOC NETW FACT SHEET","6"
"COMPUT HUM BEHAV","SOC PSYCHOL GROUP","6"
"COMPUT HUM BEHAV","SOC PSYCHOL-GERMANY","6"
"COMPUT HUM BEHAV","SOCIOMETRY","6"
"COMPUT HUM BEHAV","SOFTWARE PROCESS IMP","6"
"COMPUT HUM BEHAV","STRATEGY LEADERSHIP","6"
"COMPUT HUM BEHAV","SYSTEM","6"
"COMPUT HUM BEHAV","TECHNOL ACCEPTANC","6"
"COMPUT HUM BEHAV","TECHNOL PEDAGOG EDUC","6"
"COMPUT HUM BEHAV","TEENS SMARTPHONES TE","6"
"COMPUT HUM BEHAV","TEENS TECHNOL 201","6"
"COMPUT HUM BEHAV","TOB CONTROL","6"
"COMPUT HUM BEHAV","USABILITY ENG","6"
"COMPUT HUM BEHAV","VIOLENCE VICTIMS","6"
"COMPUT HUM BEHAV","WASH POST","6"
"COMPUT HUM BEHAV","WESTERM J COMMUN","6"
"COMPUT HUM BEHAV","WORK STRESS","6"
"COMPUT HUM BEHAV","2010 ACM C COMP","5"
"COMPUT HUM BEHAV","ACAD MANAG LEARN EDU","5"
"COMPUT HUM BEHAV","ACM SIGCHI B","5"
"COMPUT HUM BEHAV","ACT LEARN HIGH EDUC","5"
"COMPUT HUM BEHAV","ACTA ASTRONAUT","5"
"COMPUT HUM BEHAV","ADV DEV HUMAN RESOUR","5"
"COMPUT HUM BEHAV","ADVERTISING AGE","5"
"COMPUT HUM BEHAV","AI MAG","5"
"COMPUT HUM BEHAV","AI SOC","5"
"COMPUT HUM BEHAV","AM J ALZHEIMERS DIS","5"
"COMPUT HUM BEHAV","ANN AM ACAD POLIT SS","5"
"COMPUT HUM BEHAV","ANN INTERN MED","5"
"COMPUT HUM BEHAV","ANNU M AM EDUC RES","5"
"COMPUT HUM BEHAV","ANXIETY STRESS COPIN","5"
"COMPUT HUM BEHAV","APPL COMPUTING INFOR","5"
"COMPUT HUM BEHAV","APPL MULTIVAR ST","5"
"COMPUT HUM BEHAV","APPL SOFT COMPUT","5"
"COMPUT HUM BEHAV","ASIAN J SOC PSYCHOL","5"
"COMPUT HUM BEHAV","AUST J EMERGING TEC","5"
"COMPUT HUM BEHAV","AVIAT SPACE ENVIR MD","5"
"COMPUT HUM BEHAV","BASIC ECONOMETRICS","5"
"COMPUT HUM BEHAV","BIOL PSYCHIAT","5"
"COMPUT HUM BEHAV","BMC MED RES METHODOL","5"
"COMPUT HUM BEHAV","BRIT J ADDICT","5"
"COMPUT HUM BEHAV","BUS INSIDER","5"
"COMPUT HUM BEHAV","CAMBRIDGE HDB LEARNI","5"
"COMPUT HUM BEHAV","CHILD CARE HLTH DEV","5"
"COMPUT HUM BEHAV","CHILD DEV PERSPECT","5"
"COMPUT HUM BEHAV","CIRCULATION","5"
"COMPUT HUM BEHAV","COGNITIVE DEV","5"
"COMPUT HUM BEHAV","COLLABORATIVE LEARNI","5"
"COMPUT HUM BEHAV","COMM COM INF SC","5"
"COMPUT HUM BEHAV","COMMUN AGE VI","5"
"COMPUT HUM BEHAV","COMMUN ORG CR","5"
"COMPUT HUM BEHAV","COMMUNITIES CYBERSPA","5"
"COMPUT HUM BEHAV","COMPUT LAW SECUR REV","5"
"COMPUT HUM BEHAV","COMPUT METH PROG BIO","5"
"COMPUT HUM BEHAV","COMPUTERS SCH","5"
"COMPUT HUM BEHAV","CONSUMER BEHAV","5"
"COMPUT HUM BEHAV","CONTEXT CONSCIOUSNES","5"
"COMPUT HUM BEHAV","CONTEXTS COMPUT ME","5"
"COMPUT HUM BEHAV","CORPORATE COMMUNICAT","5"
"COMPUT HUM BEHAV","CSCW 2008 ACM C","5"
"COMPUT HUM BEHAV","CULT PSYCHOL","5"
"COMPUT HUM BEHAV","CYBERPSYCHOLOGY","5"
"COMPUT HUM BEHAV","DESIGNING USER INTER","5"
"COMPUT HUM BEHAV","DEV NEUROREHABIL","5"
"COMPUT HUM BEHAV","DEV ROMANTIC RELATIO","5"
"COMPUT HUM BEHAV","DIRECT MARKETING INT","5"
"COMPUT HUM BEHAV","DISCOURSE STUD","5"
"COMPUT HUM BEHAV","DISCOV GROUNDED THEO","5"
"COMPUT HUM BEHAV","DOING INTERNET RES C","5"
"COMPUT HUM BEHAV","E LEARN SCI INSTR","5"
"COMPUT HUM BEHAV","ECAR STUDY UNDERGRAD","5"
"COMPUT HUM BEHAV","ECIS","5"
"COMPUT HUM BEHAV","ED PSYCHOL PRACTICE","5"
"COMPUT HUM BEHAV","EDUC RES EVALUATION","5"
"COMPUT HUM BEHAV","EDUC STUD MATH","5"
"COMPUT HUM BEHAV","EDUC TRAINING","5"
"COMPUT HUM BEHAV","EDUCAUSE Q","5"
"COMPUT HUM BEHAV","ELECT J RES ED PSYCH","5"
"COMPUT HUM BEHAV","ELEM SCHOOL J","5"
"COMPUT HUM BEHAV","ELT J","5"
"COMPUT HUM BEHAV","EMPIR SOFTW ENG","5"
"COMPUT HUM BEHAV","ENERG POLICY","5"
"COMPUT HUM BEHAV","ESS FACTS COMP VID G","5"
"COMPUT HUM BEHAV","EUR SOCIOL REV","5"
"COMPUT HUM BEHAV","EXP BRAIN RES","5"
"COMPUT HUM BEHAV","EXP PSYCHOL","5"
"COMPUT HUM BEHAV","FOOD QUAL PREFER","5"
"COMPUT HUM BEHAV","FRONT SOC PSYCHOL","5"
"COMPUT HUM BEHAV","GAMIFICATION DES","5"
"COMPUT HUM BEHAV","GAMIFICATION LEARNIN","5"
"COMPUT HUM BEHAV","GAMING LAW REV EC","5"
"COMPUT HUM BEHAV","GENERATIONS ONLINE 2","5"
"COMPUT HUM BEHAV","GERONTOLOGY","5"
"COMPUT HUM BEHAV","HANDB EDUC PSYCHOL","5"
"COMPUT HUM BEHAV","HANDB QUAL RES","5"
"COMPUT HUM BEHAV","HANDB SELF IDENTITY","5"
"COMPUT HUM BEHAV","HARVARD EDUC REV","5"
"COMPUT HUM BEHAV","HDB INDIVIDUAL DIFFE","5"
"COMPUT HUM BEHAV","HDB METACOGNITION ED","5"
"COMPUT HUM BEHAV","HDB SELF DETERMINATI","5"
"COMPUT HUM BEHAV","HDB THEORIES SOCIAL","5"
"COMPUT HUM BEHAV","HEALTH EXPECT","5"
"COMPUT HUM BEHAV","IBM SYST J","5"
"COMPUT HUM BEHAV","IDENTITY YOUTH CRISI","5"
"COMPUT HUM BEHAV","IEEE T NEUR NET LEAR","5"
"COMPUT HUM BEHAV","IEEE T SYST MAN CY C","5"
"COMPUT HUM BEHAV","INFO","5"
"COMPUT HUM BEHAV","INFORM EC","5"
"COMPUT HUM BEHAV","INT AAAI C WEBL SOC","5"
"COMPUT HUM BEHAV","INT J BEHAV MED","5"
"COMPUT HUM BEHAV","INT J BUSINESS SOCIA","5"
"COMPUT HUM BEHAV","INT J COMPUTER SCI I","5"
"COMPUT HUM BEHAV","INT J CONTINUING ENG","5"
"COMPUT HUM BEHAV","INT J E LEARNING","5"
"COMPUT HUM BEHAV","INT J ED DEV USING I","5"
"COMPUT HUM BEHAV","INT J GERIATR PSYCH","5"
"COMPUT HUM BEHAV","INT J INTERNET MARKE","5"
"COMPUT HUM BEHAV","INT J INTERNET SCI","5"
"COMPUT HUM BEHAV","INT J MANAGING PROJE","5"
"COMPUT HUM BEHAV","INT J MEDIA MANAGEME","5"
"COMPUT HUM BEHAV","INT J PRESS/POLIT","5"
"COMPUT HUM BEHAV","INT J QUALITY RELIAB","5"
"COMPUT HUM BEHAV","INT J TECHNOLOGY HUM","5"
"COMPUT HUM BEHAV","INTERNET INTERVENTIO","5"
"COMPUT HUM BEHAV","INTERPERSONAL PROCES","5"
"COMPUT HUM BEHAV","J AM DIET ASSOC","5"
"COMPUT HUM BEHAV","J APPL BUSINESS RES","5"
"COMPUT HUM BEHAV","J APPL COMMUNICATION","5"
"COMPUT HUM BEHAV","J APPL SPORT PSYCHOL","5"
"COMPUT HUM BEHAV","J ARTIF INTELL RES","5"
"COMPUT HUM BEHAV","J CHILD ADOL PSYCHOP","5"
"COMPUT HUM BEHAV","J CHILD MEDIA","5"
"COMPUT HUM BEHAV","J CLIN NURS","5"
"COMPUT HUM BEHAV","J COLL TEACHING LEAR","5"
"COMPUT HUM BEHAV","J COMP PSYCHOL","5"
"COMPUT HUM BEHAV","J COMPUTERS MATH SCI","5"
"COMPUT HUM BEHAV","J COMPUTING SCI COLL","5"
"COMPUT HUM BEHAV","J ECON BEHAV ORGAN","5"
"COMPUT HUM BEHAV","J ENG TECHNOL MANAGE","5"
"COMPUT HUM BEHAV","J EXP ANAL BEHAV","5"
"COMPUT HUM BEHAV","J FAM COMMUNICATI","5"
"COMPUT HUM BEHAV","J HEAD TRAUMA REHAB","5"
"COMPUT HUM BEHAV","J INDIAN BUSINESS RE","5"
"COMPUT HUM BEHAV","J INT MARKETING","5"
"COMPUT HUM BEHAV","J MANAGE DEV","5"
"COMPUT HUM BEHAV","J MEDIA ECON","5"
"COMPUT HUM BEHAV","J NONVERBAL BEHAV","5"
"COMPUT HUM BEHAV","J NURS SCHOLARSHIP","5"
"COMPUT HUM BEHAV","J OCCUP PSYCHOL","5"
"COMPUT HUM BEHAV","J ORGAN CHANGE MANAG","5"
"COMPUT HUM BEHAV","J POSIT PSYCHOL","5"
"COMPUT HUM BEHAV","J RES MATH EDUC","5"
"COMPUT HUM BEHAV","J SPEC EDUC","5"
"COMPUT HUM BEHAV","J STRENGTH COND RES","5"
"COMPUT HUM BEHAV","J TECHNOL HUMAN S","5"
"COMPUT HUM BEHAV","J WEBSITE PROMOTION","5"
"COMPUT HUM BEHAV","J WORKPLACE LEARN","5"
"COMPUT HUM BEHAV","J WORKPLACE LEARNING","5"
"COMPUT HUM BEHAV","JAMA PEDIATR","5"
"COMPUT HUM BEHAV","JCR-J CLIN RHEUMATOL","5"
"COMPUT HUM BEHAV","JOURNAL OF EXPERIMEN","5"
"COMPUT HUM BEHAV","KISDI STAT REPORT","5"
"COMPUT HUM BEHAV","KLIN PSIKOFARMAKOL B","5"
"COMPUT HUM BEHAV","KNOWLEDGE CREATING C","5"
"COMPUT HUM BEHAV","LIBR TRENDS","5"
"COMPUT HUM BEHAV","MACARTHUR FDN SERIES","5"
"COMPUT HUM BEHAV","MCKINSEY Q","5"
"COMPUT HUM BEHAV","MEAS EVAL COUNS DEV","5"
"COMPUT HUM BEHAV","MEDIA PERSPEKTIVEN","5"
"COMPUT HUM BEHAV","MEDIATED INTERPERSON","5"
"COMPUT HUM BEHAV","MENT MODELS","5"
"COMPUT HUM BEHAV","MIS Q EXEC","5"
"COMPUT HUM BEHAV","MOD METHODS BUSIN","5"
"COMPUT HUM BEHAV","NEUROPSYCH DIS TREAT","5"
"COMPUT HUM BEHAV","NEW DIRECTIONS EVALU","5"
"COMPUT HUM BEHAV","NEW DIRECTIONS TEACH","5"
"COMPUT HUM BEHAV","NEW REV HYPERMEDIA M","5"
"COMPUT HUM BEHAV","NICOTINE TOB RES","5"
"COMPUT HUM BEHAV","NURS RES","5"
"COMPUT HUM BEHAV","NUTR HOSP","5"
"COMPUT HUM BEHAV","OBES RES","5"
"COMPUT HUM BEHAV","OBESITY","5"
"COMPUT HUM BEHAV","P 2006 20 ANN C COMP","5"
"COMPUT HUM BEHAV","P 24 AUSTR COMP HUM","5"
"COMPUT HUM BEHAV","P 4 INT AAAI C WEBL","5"
"COMPUT HUM BEHAV","P 4 INT C COMM TECHN","5"
"COMPUT HUM BEHAV","P 9 WEBKDD 1 SNA KDD","5"
"COMPUT HUM BEHAV","P ACM 2012 C COMP SU","5"
"COMPUT HUM BEHAV","P ACM C COMP SUPP CO","5"
"COMPUT HUM BEHAV","P C COMP SUPP COOP W","5"
"COMPUT HUM BEHAV","P PAC AS C INF SYST","5"
"COMPUT HUM BEHAV","PARSING TURING PHILO","5"
"COMPUT HUM BEHAV","PC GAM","5"
"COMPUT HUM BEHAV","PERCEPTION","5"
"COMPUT HUM BEHAV","PERSUASION THEOR RE","5"
"COMPUT HUM BEHAV","PHI DELTA KAPPAN","5"
"COMPUT HUM BEHAV","POLIT PSYCHOL","5"
"COMPUT HUM BEHAV","PRACT ASSESSMENT","5"
"COMPUT HUM BEHAV","PRESENCE","5"
"COMPUT HUM BEHAV","PRIVACY MANAGE S","5"
"COMPUT HUM BEHAV","PROD OPER MANAG","5"
"COMPUT HUM BEHAV","PROF INFORM","5"
"COMPUT HUM BEHAV","PSYCHIAT SERV","5"
"COMPUT HUM BEHAV","PSYCHOL CRIME LAW","5"
"COMPUT HUM BEHAV","PSYCHOL ENTERTAINMEN","5"
"COMPUT HUM BEHAV","PSYCHOL INTERNET INT","5"
"COMPUT HUM BEHAV","PSYCHOL LEARN MOTIV","5"
"COMPUT HUM BEHAV","PSYCHOL MEN MASCULIN","5"
"COMPUT HUM BEHAV","PSYCHOL PERSPECTIVES","5"
"COMPUT HUM BEHAV","PSYCHOLOGIST","5"
"COMPUT HUM BEHAV","PSYCHOPHARMACOLOGY","5"
"COMPUT HUM BEHAV","QUAL EVALUATI","5"
"COMPUT HUM BEHAV","QUAL RES","5"
"COMPUT HUM BEHAV","RADIOLOGY","5"
"COMPUT HUM BEHAV","REVISED NEO PERSONAL","5"
"COMPUT HUM BEHAV","SAFETY SCI","5"
"COMPUT HUM BEHAV","SCAND J EDUC RES","5"
"COMPUT HUM BEHAV","SCAND J OCCUP THER","5"
"COMPUT HUM BEHAV","SCI AM","5"
"COMPUT HUM BEHAV","SCI REP-UK","5"
"COMPUT HUM BEHAV","SELF DISCLOSURE","5"
"COMPUT HUM BEHAV","SERIOUS GAMES ANAL M","5"
"COMPUT HUM BEHAV","SERIOUS GAMES GAMES","5"
"COMPUT HUM BEHAV","SERV BUS","5"
"COMPUT HUM BEHAV","SMARTPHONE OWNERSHIP","5"
"COMPUT HUM BEHAV","SMARTPLS 2 0 M3","5"
"COMPUT HUM BEHAV","SOC MEDIA USAGE 2","5"
"COMPUT HUM BEHAV","SOC PSYCHOL INTER","5"
"COMPUT HUM BEHAV","SOC PSYCHOPHYSIOL","5"
"COMPUT HUM BEHAV","SOC SCI J","5"
"COMPUT HUM BEHAV","SOCIETIES","5"
"COMPUT HUM BEHAV","SOCIOLOGY","5"
"COMPUT HUM BEHAV","SPEECH COMMUN","5"
"COMPUT HUM BEHAV","SPORTS MED","5"
"COMPUT HUM BEHAV","ST HEAL T","5"
"COMPUT HUM BEHAV","STRATEGIC HELP SEEKI","5"
"COMPUT HUM BEHAV","STUD CONTIN EDUC","5"
"COMPUT HUM BEHAV","SUPPLY CHAIN MANAG","5"
"COMPUT HUM BEHAV","SW MASS COMMUNICATIO","5"
"COMPUT HUM BEHAV","TECHNOL ENHANCED","5"
"COMPUT HUM BEHAV","TECHNOL INSTRUCTI","5"
"COMPUT HUM BEHAV","TECHNOL SOC","5"
"COMPUT HUM BEHAV","TEENS MOBILE PHONES","5"
"COMPUT HUM BEHAV","TEENS SOC MEDIA P","5"
"COMPUT HUM BEHAV","THEOR GOAL SETTING","5"
"COMPUT HUM BEHAV","THEORIES GROUP BEHAV","5"
"COMPUT HUM BEHAV","TIME SOC","5"
"COMPUT HUM BEHAV","TSINGHUA SCI TECHNOL","5"
"COMPUT HUM BEHAV","WIN GAME THINKING CA","5"
"COMPUT HUM BEHAV","WIRED","5"
"COMPUT HUM BEHAV","WIRELESS PERS COMMUN","5"
"COMPUT HUM BEHAV","WORKING KNOWLEDGE OR","5"
"COMPUT HUM BEHAV","WORKING PAP","5"
"COMPUT HUM BEHAV","104 ANN M AM PSYCH A","4"
"COMPUT HUM BEHAV","4 INT C E LEARN BEST","4"
"COMPUT HUM BEHAV","8 IEEE INT C ADV","4"
"COMPUT HUM BEHAV","ACAD MARKETING SCI R","4"
"COMPUT HUM BEHAV","ACAD MARKETING STUDI","4"
"COMPUT HUM BEHAV","ACAD RADIOL","4"
"COMPUT HUM BEHAV","ACCOUNT ORG SOC","4"
"COMPUT HUM BEHAV","ACTA PAEDIATR","4"
"COMPUT HUM BEHAV","ACTIVITY CONSCIOUSNE","4"
"COMPUT HUM BEHAV","AD HOC NETW","4"
"COMPUT HUM BEHAV","ADOLESCENT PSYCHIAT","4"
"COMPUT HUM BEHAV","ADV HEALTH SCI EDUC","4"
"COMPUT HUM BEHAV","ADV PSYCHOL SCI","4"
"COMPUT HUM BEHAV","ADV STRUCT EQUAT","4"
"COMPUT HUM BEHAV","ADV WEB BASED LEARNI","4"
"COMPUT HUM BEHAV","AGEING SOC","4"
"COMPUT HUM BEHAV","AM J EPIDEMIOL","4"
"COMPUT HUM BEHAV","AM J FAM THER","4"
"COMPUT HUM BEHAV","AM J HEALTH BEHAV","4"
"COMPUT HUM BEHAV","AM J PHARM EDUC","4"
"COMPUT HUM BEHAV","AM STAT","4"
"COMPUT HUM BEHAV","ANN C AM ASS PUBL OP","4"
"COMPUT HUM BEHAV","ANNU REV INFORM SCI","4"
"COMPUT HUM BEHAV","ANNU REV NEUROSCI","4"
"COMPUT HUM BEHAV","APPL GEOGR","4"
"COMPUT HUM BEHAV","APPL MULTIVAR RE","4"
"COMPUT HUM BEHAV","APPROACH ENV PSYCHOL","4"
"COMPUT HUM BEHAV","APTITUDE LEARN IN","4"
"COMPUT HUM BEHAV","ART DECEPTION CONTRO","4"
"COMPUT HUM BEHAV","ASIA PAC J INFOR","4"
"COMPUT HUM BEHAV","ASIA-PAC J TEACH EDU","4"
"COMPUT HUM BEHAV","ASSIST TECHNOL","4"
"COMPUT HUM BEHAV","ATTITUDES PERSONALIT","4"
"COMPUT HUM BEHAV","ATTRACTION PARADIGM","4"
"COMPUT HUM BEHAV","AUSTRALASIAN MARKETI","4"
"COMPUT HUM BEHAV","BARBIE MORTAL KOMBAT","4"
"COMPUT HUM BEHAV","BBC NEWS","4"
"COMPUT HUM BEHAV","BEHAV BRAIN RES","4"
"COMPUT HUM BEHAV","BEHAV COGN PSYCHOTH","4"
"COMPUT HUM BEHAV","BEHAV PROCESS","4"
"COMPUT HUM BEHAV","BUILDING SUCCESSFUL","4"
"COMPUT HUM BEHAV","BULLYING SCH WHAT WE","4"
"COMPUT HUM BEHAV","BUS RES METHODS","4"
"COMPUT HUM BEHAV","CAMB HANDB PSYCHOL","4"
"COMPUT HUM BEHAV","CAMBRIDGE HDB PERSON","4"
"COMPUT HUM BEHAV","CAN J ADM SCI","4"
"COMPUT HUM BEHAV","CAN J AGING","4"
"COMPUT HUM BEHAV","CANCER-AM CANCER SOC","4"
"COMPUT HUM BEHAV","CAREER DEV INT","4"
"COMPUT HUM BEHAV","CHI 13 HUM FACT COMP","4"
"COMPUT HUM BEHAV","CHILD ADOL PSYCH CL","4"
"COMPUT HUM BEHAV","CHRONOBIOL INT","4"
"COMPUT HUM BEHAV","CNET","4"
"COMPUT HUM BEHAV","COGN AFFECT BEHAV NE","4"
"COMPUT HUM BEHAV","COGN BEHAV THERAPY","4"
"COMPUT HUM BEHAV","COGN PROCESS","4"
"COMPUT HUM BEHAV","COLOR RES APPL","4"
"COMPUT HUM BEHAV","COMING GOING FACEBOO","4"
"COMPUT HUM BEHAV","COMMUN SOC SER","4"
"COMPUT HUM BEHAV","COMMUNICATI IN PRESS","4"
"COMPUT HUM BEHAV","COMMUNICATIONS IBIMA","4"
"COMPUT HUM BEHAV","COMP SUPPORT COMP W","4"
"COMPUT HUM BEHAV","COMPREHENSION PARADI","4"
"COMPUT HUM BEHAV","COMPUT APPL ENG EDUC","4"
"COMPUT HUM BEHAV","CONSTRUCTING TPB QUE","4"
"COMPUT HUM BEHAV","CONTENT ANAL COMMUNI","4"
